date,product_name,category,quantity_sold,revenue,region,price,stock
2024-01-09,Aero Max Drone,Gadgets,19,1235000,East,65000,139
2024-01-09,Lumina VR Headset,Wearables,16,720000,North,45000,94
2024-01-09,Echelon Gaming Desk,Furniture,16,560000,West,35000,112
2024-01-10,Quantum Pro Laptop,Electronics,6,900000,South,150000,51
2024-01-10,Titan GPU X,Components,8,680000,South,85000,157
2024-01-10,Aero Max Drone,Gadgets,16,1040000,West,65000,62
2024-01-10,Lumina VR Headset,Wearables,17,765000,South,45000,175
2024-01-10,Echelon Gaming Desk,Furniture,10,350000,West,35000,97
2024-01-11,Quantum Pro Laptop,Electronics,5,750000,West,150000,115
2024-01-11,Titan GPU X,Components,9,765000,North,85000,72
2024-01-11,Aero Max Drone,Gadgets,14,910000,North,65000,97
2024-01-11,Lumina VR Headset,Wearables,14,630000,East,45000,95
2024-01-11,Echelon Gaming Desk,Furniture,12,420000,East,35000,61
2024-01-12,Quantum Pro Laptop,Electronics,6,900000,South,150000,65
2024-01-12,Titan GPU X,Components,10,850000,East,85000,93
2024-01-12,Aero Max Drone,Gadgets,13,845000,West,65000,149
2024-01-12,Lumina VR Headset,Wearables,18,810000,South,45000,67
2024-01-12,Echelon Gaming Desk,Furniture,13,455000,South,35000,166
2024-01-13,Quantum Pro Laptop,Electronics,7,1050000,East,150000,120
2024-01-13,Titan GPU X,Components,17,1445000,West,85000,102
2024-01-13,Aero Max Drone,Gadgets,24,1560000,East,65000,150
2024-01-13,Lumina VR Headset,Wearables,27,1215000,East,45000,192
2024-01-13,Echelon Gaming Desk,Furniture,17,595000,West,35000,180
2024-01-14,Quantum Pro Laptop,Electronics,9,1350000,North,150000,58
2024-01-14,Titan GPU X,Components,11,935000,East,85000,180
2024-01-14,Aero Max Drone,Gadgets,18,1170000,North,65000,121
2024-01-14,Lumina VR Headset,Wearables,23,1035000,North,45000,170
2024-01-14,Echelon Gaming Desk,Furniture,19,665000,West,35000,174
2024-01-15,Quantum Pro Laptop,Electronics,6,900000,East,150000,168
2024-01-15,Titan GPU X,Components,9,765000,South,85000,83
2024-01-15,Aero Max Drone,Gadgets,16,1040000,North,65000,59
2024-01-15,Lumina VR Headset,Wearables,16,720000,South,45000,164
2024-01-15,Echelon Gaming Desk,Furniture,12,420000,North,35000,61
2024-01-16,Quantum Pro Laptop,Electronics,6,900000,North,150000,181
2024-01-16,Titan GPU X,Components,11,935000,South,85000,68
2024-01-16,Aero Max Drone,Gadgets,14,910000,South,65000,55
2024-01-16,Lumina VR Headset,Wearables,18,810000,West,45000,174
2024-01-16,Echelon Gaming Desk,Furniture,14,490000,East,35000,189
2024-01-17,Quantum Pro Laptop,Electronics,7,1050000,North,150000,51
2024-01-17,Titan GPU X,Components,6,510000,North,85000,59
2024-01-17,Aero Max Drone,Gadgets,15,975000,North,65000,161
2024-01-17,Lumina VR Headset,Wearables,23,1035000,South,45000,135
2024-01-17,Echelon Gaming Desk,Furniture,10,350000,North,35000,99
2024-01-18,Quantum Pro Laptop,Electronics,4,600000,South,150000,87
2024-01-18,Titan GPU X,Components,8,680000,South,85000,93
2024-01-18,Aero Max Drone,Gadgets,16,1040000,South,65000,171
2024-01-18,Lumina VR Headset,Wearables,16,720000,South,45000,194
2024-01-18,Echelon Gaming Desk,Furniture,11,385000,East,35000,59
2024-01-19,Quantum Pro Laptop,Electronics,6,900000,West,150000,198
2024-01-19,Titan GPU X,Components,13,1105000,South,85000,88
2024-01-19,Aero Max Drone,Gadgets,15,975000,West,65000,82
2024-01-19,Lumina VR Headset,Wearables,16,720000,North,45000,145
2024-01-19,Echelon Gaming Desk,Furniture,11,385000,West,35000,97
2024-01-20,Quantum Pro Laptop,Electronics,8,1200000,North,150000,81
2024-01-20,Titan GPU X,Components,12,1020000,South,85000,75
2024-01-20,Aero Max Drone,Gadgets,24,1560000,North,65000,175
2024-01-20,Lumina VR Headset,Wearables,24,1080000,East,45000,80
2024-01-20,Echelon Gaming Desk,Furniture,16,560000,North,35000,51
2024-01-21,Quantum Pro Laptop,Electronics,7,1050000,South,150000,133
2024-01-21,Titan GPU X,Components,17,1445000,South,85000,195
2024-01-21,Aero Max Drone,Gadgets,15,975000,South,65000,137
2024-01-21,Lumina VR Headset,Wearables,28,1260000,North,45000,187
2024-01-21,Echelon Gaming Desk,Furniture,17,595000,East,35000,188
2024-01-22,Quantum Pro Laptop,Electronics,6,900000,North,150000,62
2024-01-22,Titan GPU X,Components,11,935000,West,85000,138
2024-01-22,Aero Max Drone,Gadgets,16,1040000,North,65000,143
2024-01-22,Lumina VR Headset,Wearables,14,630000,East,45000,72
2024-01-22,Echelon Gaming Desk,Furniture,10,350000,West,35000,73
2024-01-23,Quantum Pro Laptop,Electronics,5,750000,South,150000,102
2024-01-23,Titan GPU X,Components,7,595000,South,85000,62
2024-01-23,Aero Max Drone,Gadgets,14,910000,East,65000,78
2024-01-23,Lumina VR Headset,Wearables,18,810000,South,45000,125
2024-01-23,Echelon Gaming Desk,Furniture,9,315000,South,35000,157
2024-01-24,Quantum Pro Laptop,Electronics,5,750000,South,150000,51
2024-01-24,Titan GPU X,Components,10,850000,East,85000,184
2024-01-24,Aero Max Drone,Gadgets,14,910000,West,65000,122
2024-01-24,Lumina VR Headset,Wearables,20,900000,West,45000,64
2024-01-24,Echelon Gaming Desk,Furniture,12,420000,South,35000,101
2024-01-25,Quantum Pro Laptop,Electronics,6,900000,North,150000,159
2024-01-25,Titan GPU X,Components,8,680000,East,85000,56
2024-01-25,Aero Max Drone,Gadgets,13,845000,West,65000,148
2024-01-25,Lumina VR Headset,Wearables,15,675000,North,45000,114
2024-01-25,Echelon Gaming Desk,Furniture,11,385000,West,35000,60
2024-01-26,Quantum Pro Laptop,Electronics,6,900000,East,150000,134
2024-01-26,Titan GPU X,Components,9,765000,West,85000,172
2024-01-26,Aero Max Drone,Gadgets,15,975000,West,65000,153
2024-01-26,Lumina VR Headset,Wearables,16,720000,West,45000,102
2024-01-26,Echelon Gaming Desk,Furniture,9,315000,North,35000,58
2024-01-27,Quantum Pro Laptop,Electronics,7,1050000,West,150000,118
2024-01-27,Titan GPU X,Components,13,1105000,West,85000,148
2024-01-27,Aero Max Drone,Gadgets,22,1430000,North,65000,159
2024-01-27,Lumina VR Headset,Wearables,24,1080000,North,45000,161
2024-01-27,Echelon Gaming Desk,Furniture,13,455000,South,35000,127
2024-01-28,Quantum Pro Laptop,Electronics,8,1200000,North,150000,82
2024-01-28,Titan GPU X,Components,11,935000,East,85000,105
2024-01-28,Aero Max Drone,Gadgets,22,1430000,East,65000,123
2024-01-28,Lumina VR Headset,Wearables,26,1170000,East,45000,170
2024-01-28,Echelon Gaming Desk,Furniture,15,525000,North,35000,132
2024-01-29,Quantum Pro Laptop,Electronics,5,750000,South,150000,100
2024-01-29,Titan GPU X,Components,8,680000,South,85000,150
2024-01-29,Aero Max Drone,Gadgets,10,650000,East,65000,58
2024-01-29,Lumina VR Headset,Wearables,17,765000,East,45000,112
2024-01-29,Echelon Gaming Desk,Furniture,12,420000,North,35000,154
2024-01-30,Quantum Pro Laptop,Electronics,5,750000,East,150000,77
2024-01-30,Titan GPU X,Components,13,1105000,South,85000,129
2024-01-30,Aero Max Drone,Gadgets,14,910000,South,65000,50
2024-01-30,Lumina VR Headset,Wearables,17,765000,East,45000,145
2024-01-30,Echelon Gaming Desk,Furniture,10,350000,East,35000,137
2024-01-31,Quantum Pro Laptop,Electronics,4,600000,East,150000,139
2024-01-31,Titan GPU X,Components,12,1020000,South,85000,181
2024-01-31,Aero Max Drone,Gadgets,16,1040000,North,65000,108
2024-01-31,Lumina VR Headset,Wearables,18,810000,South,45000,98
2024-01-31,Echelon Gaming Desk,Furniture,7,245000,West,35000,175
2024-02-01,Quantum Pro Laptop,Electronics,5,750000,West,150000,97
2024-02-01,Titan GPU X,Components,9,765000,East,85000,92
2024-02-01,Aero Max Drone,Gadgets,16,1040000,West,65000,129
2024-02-01,Lumina VR Headset,Wearables,18,810000,North,45000,160
2024-02-01,Echelon Gaming Desk,Furniture,11,385000,West,35000,162
2024-02-02,Quantum Pro Laptop,Electronics,7,1050000,South,150000,163
2024-02-02,Titan GPU X,Components,9,765000,North,85000,125
2024-02-02,Aero Max Drone,Gadgets,17,1105000,East,65000,105
2024-02-02,Lumina VR Headset,Wearables,19,855000,South,45000,136
2024-02-02,Echelon Gaming Desk,Furniture,12,420000,South,35000,133
2024-02-03,Quantum Pro Laptop,Electronics,6,900000,South,150000,86
2024-02-03,Titan GPU X,Components,13,1105000,North,85000,196
2024-02-03,Aero Max Drone,Gadgets,17,1105000,South,65000,149
2024-02-03,Lumina VR Headset,Wearables,23,1035000,West,45000,101
2024-02-03,Echelon Gaming Desk,Furniture,19,665000,East,35000,59
2024-02-04,Quantum Pro Laptop,Electronics,7,1050000,West,150000,91
2024-02-04,Titan GPU X,Components,12,1020000,South,85000,187
2024-02-04,Aero Max Drone,Gadgets,20,1300000,South,65000,151
2024-02-04,Lumina VR Headset,Wearables,30,1350000,North,45000,185
2024-02-04,Echelon Gaming Desk,Furniture,14,490000,North,35000,141
2024-02-05,Quantum Pro Laptop,Electronics,6,900000,South,150000,98
2024-02-05,Titan GPU X,Components,10,850000,North,85000,194
2024-02-05,Aero Max Drone,Gadgets,13,845000,East,65000,101
2024-02-05,Lumina VR Headset,Wearables,19,855000,North,45000,89
2024-02-05,Echelon Gaming Desk,Furniture,11,385000,West,35000,99
2024-02-06,Quantum Pro Laptop,Electronics,6,900000,North,150000,190
2024-02-06,Titan GPU X,Components,10,850000,North,85000,92
2024-02-06,Aero Max Drone,Gadgets,15,975000,North,65000,85
2024-02-06,Lumina VR Headset,Wearables,11,495000,South,45000,106
2024-02-06,Echelon Gaming Desk,Furniture,11,385000,North,35000,120
2024-02-07,Quantum Pro Laptop,Electronics,7,1050000,East,150000,129
2024-02-07,Titan GPU X,Components,7,595000,West,85000,165
2024-02-07,Aero Max Drone,Gadgets,10,650000,West,65000,54
2024-02-07,Lumina VR Headset,Wearables,17,765000,West,45000,70
2024-02-07,Echelon Gaming Desk,Furniture,9,315000,North,35000,68
2024-02-08,Quantum Pro Laptop,Electronics,6,900000,West,150000,146
2024-02-08,Titan GPU X,Components,8,680000,East,85000,176
2024-02-08,Aero Max Drone,Gadgets,14,910000,North,65000,104
2024-02-08,Lumina VR Headset,Wearables,18,810000,West,45000,164
2024-02-08,Echelon Gaming Desk,Furniture,14,490000,North,35000,136
2024-02-09,Quantum Pro Laptop,Electronics,6,900000,East,150000,184
2024-02-09,Titan GPU X,Components,11,935000,South,85000,91
2024-02-09,Aero Max Drone,Gadgets,14,910000,North,65000,76
2024-02-09,Lumina VR Headset,Wearables,19,855000,East,45000,51
2024-02-09,Echelon Gaming Desk,Furniture,15,525000,North,35000,118
2024-02-10,Quantum Pro Laptop,Electronics,7,1050000,East,150000,166
2024-02-10,Titan GPU X,Components,13,1105000,West,85000,63
2024-02-10,Aero Max Drone,Gadgets,20,1300000,North,65000,195
2024-02-10,Lumina VR Headset,Wearables,26,1170000,South,45000,66
2024-02-10,Echelon Gaming Desk,Furniture,15,525000,South,35000,137
2024-02-11,Quantum Pro Laptop,Electronics,8,1200000,East,150000,158
2024-02-11,Titan GPU X,Components,9,765000,West,85000,197
2024-02-11,Aero Max Drone,Gadgets,18,1170000,North,65000,59
2024-02-11,Lumina VR Headset,Wearables,22,990000,East,45000,172
2024-02-11,Echelon Gaming Desk,Furniture,9,315000,South,35000,76
2024-02-12,Quantum Pro Laptop,Electronics,6,900000,West,150000,67
2024-02-12,Titan GPU X,Components,11,935000,South,85000,121
2024-02-12,Aero Max Drone,Gadgets,15,975000,South,65000,120
2024-02-12,Lumina VR Headset,Wearables,15,675000,East,45000,186
2024-02-12,Echelon Gaming Desk,Furniture,11,385000,East,35000,84
2024-02-13,Quantum Pro Laptop,Electronics,6,900000,South,150000,53
2024-02-13,Titan GPU X,Components,14,1190000,East,85000,199
2024-02-13,Aero Max Drone,Gadgets,13,845000,North,65000,104
2024-02-13,Lumina VR Headset,Wearables,17,765000,West,45000,137
2024-02-13,Echelon Gaming Desk,Furniture,12,420000,East,35000,189
2024-02-14,Quantum Pro Laptop,Electronics,5,750000,South,150000,182
2024-02-14,Titan GPU X,Components,9,765000,South,85000,123
2024-02-14,Aero Max Drone,Gadgets,18,1170000,East,65000,157
2024-02-14,Lumina VR Headset,Wearables,21,945000,West,45000,168
2024-02-14,Echelon Gaming Desk,Furniture,14,490000,South,35000,94
2024-02-15,Quantum Pro Laptop,Electronics,5,750000,West,150000,64
2024-02-15,Titan GPU X,Components,10,850000,South,85000,119
2024-02-15,Aero Max Drone,Gadgets,14,910000,East,65000,52
2024-02-15,Lumina VR Headset,Wearables,21,945000,South,45000,135
2024-02-15,Echelon Gaming Desk,Furniture,11,385000,East,35000,62
2024-02-16,Quantum Pro Laptop,Electronics,5,750000,West,150000,115
2024-02-16,Titan GPU X,Components,9,765000,North,85000,101
2024-02-16,Aero Max Drone,Gadgets,13,845000,South,65000,118
2024-02-16,Lumina VR Headset,Wearables,15,675000,South,45000,53
2024-02-16,Echelon Gaming Desk,Furniture,12,420000,West,35000,52
2024-02-17,Quantum Pro Laptop,Electronics,6,900000,West,150000,103
2024-02-17,Titan GPU X,Components,12,1020000,East,85000,105
2024-02-17,Aero Max Drone,Gadgets,25,1625000,West,65000,95
2024-02-17,Lumina VR Headset,Wearables,25,1125000,South,45000,190
2024-02-17,Echelon Gaming Desk,Furniture,20,700000,West,35000,148
2024-02-18,Quantum Pro Laptop,Electronics,7,1050000,North,150000,51
2024-02-18,Titan GPU X,Components,13,1105000,West,85000,141
2024-02-18,Aero Max Drone,Gadgets,20,1300000,East,65000,71
2024-02-18,Lumina VR Headset,Wearables,29,1305000,East,45000,189
2024-02-18,Echelon Gaming Desk,Furniture,15,525000,West,35000,118
2024-02-19,Quantum Pro Laptop,Electronics,6,900000,West,150000,62
2024-02-19,Titan GPU X,Components,8,680000,West,85000,146
2024-02-19,Aero Max Drone,Gadgets,11,715000,West,65000,84
2024-02-19,Lumina VR Headset,Wearables,12,540000,East,45000,169
2024-02-19,Echelon Gaming Desk,Furniture,13,455000,East,35000,166
2024-02-20,Quantum Pro Laptop,Electronics,4,600000,West,150000,187
2024-02-20,Titan GPU X,Components,10,850000,West,85000,80
2024-02-20,Aero Max Drone,Gadgets,19,1235000,East,65000,120
2024-02-20,Lumina VR Headset,Wearables,19,855000,East,45000,69
2024-02-20,Echelon Gaming Desk,Furniture,11,385000,North,35000,189
2024-02-21,Quantum Pro Laptop,Electronics,6,900000,East,150000,119
2024-02-21,Titan GPU X,Components,10,850000,South,85000,179
2024-02-21,Aero Max Drone,Gadgets,15,975000,East,65000,162
2024-02-21,Lumina VR Headset,Wearables,20,900000,North,45000,121
2024-02-21,Echelon Gaming Desk,Furniture,15,525000,South,35000,163
2024-02-22,Quantum Pro Laptop,Electronics,7,1050000,East,150000,182
2024-02-22,Titan GPU X,Components,9,765000,North,85000,86
2024-02-22,Aero Max Drone,Gadgets,14,910000,South,65000,113
2024-02-22,Lumina VR Headset,Wearables,15,675000,West,45000,93
2024-02-22,Echelon Gaming Desk,Furniture,12,420000,South,35000,136
2024-02-23,Quantum Pro Laptop,Electronics,3,450000,East,150000,118
2024-02-23,Titan GPU X,Components,12,1020000,East,85000,141
2024-02-23,Aero Max Drone,Gadgets,15,975000,West,65000,140
2024-02-23,Lumina VR Headset,Wearables,18,810000,South,45000,107
2024-02-23,Echelon Gaming Desk,Furniture,9,315000,East,35000,96
2024-02-24,Quantum Pro Laptop,Electronics,9,1350000,North,150000,87
2024-02-24,Titan GPU X,Components,16,1360000,North,85000,192
2024-02-24,Aero Max Drone,Gadgets,19,1235000,West,65000,97
2024-02-24,Lumina VR Headset,Wearables,27,1215000,North,45000,174
2024-02-24,Echelon Gaming Desk,Furniture,15,525000,South,35000,88
2024-02-25,Quantum Pro Laptop,Electronics,9,1350000,North,150000,151
2024-02-25,Titan GPU X,Components,13,1105000,South,85000,70
2024-02-25,Aero Max Drone,Gadgets,15,975000,South,65000,140
2024-02-25,Lumina VR Headset,Wearables,21,945000,West,45000,160
2024-02-25,Echelon Gaming Desk,Furniture,20,700000,East,35000,84
2024-02-26,Quantum Pro Laptop,Electronics,7,1050000,East,150000,152
2024-02-26,Titan GPU X,Components,10,850000,West,85000,100
2024-02-26,Aero Max Drone,Gadgets,16,1040000,South,65000,175
2024-02-26,Lumina VR Headset,Wearables,17,765000,North,45000,58
2024-02-26,Echelon Gaming Desk,Furniture,15,525000,South,35000,59
2024-02-27,Quantum Pro Laptop,Electronics,5,750000,North,150000,98
2024-02-27,Titan GPU X,Components,7,595000,East,85000,119
2024-02-27,Aero Max Drone,Gadgets,17,1105000,North,65000,139
2024-02-27,Lumina VR Headset,Wearables,19,855000,South,45000,75
2024-02-27,Echelon Gaming Desk,Furniture,10,350000,East,35000,193
2024-02-28,Quantum Pro Laptop,Electronics,5,750000,North,150000,193
2024-02-28,Titan GPU X,Components,11,935000,East,85000,62
2024-02-28,Aero Max Drone,Gadgets,15,975000,West,65000,104
2024-02-28,Lumina VR Headset,Wearables,21,945000,East,45000,139
2024-02-28,Echelon Gaming Desk,Furniture,12,420000,South,35000,111
2024-02-29,Quantum Pro Laptop,Electronics,7,1050000,East,150000,57
2024-02-29,Titan GPU X,Components,9,765000,North,85000,166
2024-02-29,Aero Max Drone,Gadgets,12,780000,West,65000,164
2024-02-29,Lumina VR Headset,Wearables,21,945000,South,45000,134
2024-02-29,Echelon Gaming Desk,Furniture,11,385000,North,35000,142
2024-03-01,Quantum Pro Laptop,Electronics,7,1050000,West,150000,58
2024-03-01,Titan GPU X,Components,10,850000,North,85000,129
2024-03-01,Aero Max Drone,Gadgets,14,910000,West,65000,133
2024-03-01,Lumina VR Headset,Wearables,17,765000,East,45000,142
2024-03-01,Echelon Gaming Desk,Furniture,10,350000,West,35000,151
2024-03-02,Quantum Pro Laptop,Electronics,8,1200000,South,150000,166
2024-03-02,Titan GPU X,Components,12,1020000,North,85000,122
2024-03-02,Aero Max Drone,Gadgets,20,1300000,North,65000,121
2024-03-02,Lumina VR Headset,Wearables,27,1215000,East,45000,182
2024-03-02,Echelon Gaming Desk,Furniture,18,630000,North,35000,76
2024-03-03,Quantum Pro Laptop,Electronics,9,1350000,South,150000,95
2024-03-03,Titan GPU X,Components,16,1360000,East,85000,178
2024-03-03,Aero Max Drone,Gadgets,18,1170000,East,65000,123
2024-03-03,Lumina VR Headset,Wearables,17,765000,North,45000,116
2024-03-03,Echelon Gaming Desk,Furniture,17,595000,South,35000,174
2024-03-04,Quantum Pro Laptop,Electronics,7,1050000,South,150000,131
2024-03-04,Titan GPU X,Components,8,680000,East,85000,51
2024-03-04,Aero Max Drone,Gadgets,13,845000,North,65000,178
2024-03-04,Lumina VR Headset,Wearables,20,900000,North,45000,165
2024-03-04,Echelon Gaming Desk,Furniture,13,455000,West,35000,94
2024-03-05,Quantum Pro Laptop,Electronics,6,900000,South,150000,126
2024-03-05,Titan GPU X,Components,9,765000,East,85000,73
2024-03-05,Aero Max Drone,Gadgets,13,845000,West,65000,65
2024-03-05,Lumina VR Headset,Wearables,16,720000,East,45000,193
2024-03-05,Echelon Gaming Desk,Furniture,13,455000,East,35000,60
2024-03-06,Quantum Pro Laptop,Electronics,6,900000,West,150000,92
2024-03-06,Titan GPU X,Components,11,935000,North,85000,190
2024-03-06,Aero Max Drone,Gadgets,12,780000,East,65000,108
2024-03-06,Lumina VR Headset,Wearables,14,630000,East,45000,52
2024-03-06,Echelon Gaming Desk,Furniture,13,455000,North,35000,150
2024-03-07,Quantum Pro Laptop,Electronics,5,750000,West,150000,128
2024-03-07,Titan GPU X,Components,10,850000,West,85000,181
2024-03-07,Aero Max Drone,Gadgets,12,780000,West,65000,166
2024-03-07,Lumina VR Headset,Wearables,18,810000,North,45000,105
2024-03-07,Echelon Gaming Desk,Furniture,13,455000,East,35000,161
2024-03-08,Quantum Pro Laptop,Electronics,5,750000,East,150000,129
2024-03-08,Titan GPU X,Components,11,935000,South,85000,132
2024-03-08,Aero Max Drone,Gadgets,13,845000,South,65000,156
2024-03-08,Lumina VR Headset,Wearables,19,855000,North,45000,165
2024-03-08,Echelon Gaming Desk,Furniture,12,420000,West,35000,85
2024-03-09,Quantum Pro Laptop,Electronics,10,1500000,West,150000,195
2024-03-09,Titan GPU X,Components,17,1445000,West,85000,93
2024-03-09,Aero Max Drone,Gadgets,22,1430000,East,65000,96
2024-03-09,Lumina VR Headset,Wearables,29,1305000,East,45000,122
2024-03-09,Echelon Gaming Desk,Furniture,17,595000,East,35000,98
2024-03-10,Quantum Pro Laptop,Electronics,9,1350000,South,150000,191
2024-03-10,Titan GPU X,Components,12,1020000,East,85000,146
2024-03-10,Aero Max Drone,Gadgets,23,1495000,East,65000,90
2024-03-10,Lumina VR Headset,Wearables,23,1035000,East,45000,172
2024-03-10,Echelon Gaming Desk,Furniture,16,560000,West,35000,78
2024-03-11,Quantum Pro Laptop,Electronics,6,900000,East,150000,63
2024-03-11,Titan GPU X,Components,7,595000,North,85000,155
2024-03-11,Aero Max Drone,Gadgets,13,845000,West,65000,123
2024-03-11,Lumina VR Headset,Wearables,20,900000,West,45000,149
2024-03-11,Echelon Gaming Desk,Furniture,9,315000,South,35000,58
2024-03-12,Quantum Pro Laptop,Electronics,5,750000,South,150000,169
2024-03-12,Titan GPU X,Components,8,680000,South,85000,128
2024-03-12,Aero Max Drone,Gadgets,18,1170000,North,65000,124
2024-03-12,Lumina VR Headset,Wearables,14,630000,South,45000,180
2024-03-12,Echelon Gaming Desk,Furniture,15,525000,West,35000,151
2024-03-13,Quantum Pro Laptop,Electronics,4,600000,North,150000,155
2024-03-13,Titan GPU X,Components,9,765000,South,85000,161
2024-03-13,Aero Max Drone,Gadgets,15,975000,North,65000,106
2024-03-13,Lumina VR Headset,Wearables,16,720000,South,45000,146
2024-03-13,Echelon Gaming Desk,Furniture,10,350000,West,35000,101
2024-03-14,Quantum Pro Laptop,Electronics,6,900000,West,150000,182
2024-03-14,Titan GPU X,Components,11,935000,South,85000,118
2024-03-14,Aero Max Drone,Gadgets,13,845000,South,65000,163
2024-03-14,Lumina VR Headset,Wearables,16,720000,West,45000,78
2024-03-14,Echelon Gaming Desk,Furniture,11,385000,South,35000,186
2024-03-15,Quantum Pro Laptop,Electronics,7,1050000,South,150000,179
2024-03-15,Titan GPU X,Components,9,765000,North,85000,190
2024-03-15,Aero Max Drone,Gadgets,15,975000,East,65000,93
2024-03-15,Lumina VR Headset,Wearables,22,990000,East,45000,179
2024-03-15,Echelon Gaming Desk,Furniture,14,490000,West,35000,126
2024-03-16,Quantum Pro Laptop,Electronics,8,1200000,West,150000,123
2024-03-16,Titan GPU X,Components,16,1360000,West,85000,105
2024-03-16,Aero Max Drone,Gadgets,19,1235000,North,65000,79
2024-03-16,Lumina VR Headset,Wearables,21,945000,East,45000,167
2024-03-16,Echelon Gaming Desk,Furniture,17,595000,South,35000,106
2024-03-17,Quantum Pro Laptop,Electronics,8,1200000,South,150000,102
2024-03-17,Titan GPU X,Components,11,935000,North,85000,91
2024-03-17,Aero Max Drone,Gadgets,15,975000,West,65000,60
2024-03-17,Lumina VR Headset,Wearables,21,945000,North,45000,149
2024-03-17,Echelon Gaming Desk,Furniture,22,770000,West,35000,95
2024-03-18,Quantum Pro Laptop,Electronics,4,600000,South,150000,163
2024-03-18,Titan GPU X,Components,11,935000,East,85000,174
2024-03-18,Aero Max Drone,Gadgets,15,975000,North,65000,160
2024-03-18,Lumina VR Headset,Wearables,12,540000,North,45000,164
2024-03-18,Echelon Gaming Desk,Furniture,15,525000,West,35000,89
2024-03-19,Quantum Pro Laptop,Electronics,5,750000,West,150000,75
2024-03-19,Titan GPU X,Components,11,935000,South,85000,82
2024-03-19,Aero Max Drone,Gadgets,9,585000,East,65000,146
2024-03-19,Lumina VR Headset,Wearables,20,900000,South,45000,145
2024-03-19,Echelon Gaming Desk,Furniture,11,385000,West,35000,121
2024-03-20,Quantum Pro Laptop,Electronics,6,900000,North,150000,75
2024-03-20,Titan GPU X,Components,7,595000,North,85000,71
2024-03-20,Aero Max Drone,Gadgets,13,845000,South,65000,166
2024-03-20,Lumina VR Headset,Wearables,18,810000,South,45000,75
2024-03-20,Echelon Gaming Desk,Furniture,8,280000,South,35000,179
2024-03-21,Quantum Pro Laptop,Electronics,3,450000,North,150000,183
2024-03-21,Titan GPU X,Components,9,765000,West,85000,195
2024-03-21,Aero Max Drone,Gadgets,18,1170000,East,65000,121
2024-03-21,Lumina VR Headset,Wearables,16,720000,South,45000,119
2024-03-21,Echelon Gaming Desk,Furniture,12,420000,South,35000,199
2024-03-22,Quantum Pro Laptop,Electronics,5,750000,West,150000,148
2024-03-22,Titan GPU X,Components,5,425000,South,85000,71
2024-03-22,Aero Max Drone,Gadgets,14,910000,West,65000,138
2024-03-22,Lumina VR Headset,Wearables,21,945000,North,45000,187
2024-03-22,Echelon Gaming Desk,Furniture,11,385000,East,35000,101
2024-03-23,Quantum Pro Laptop,Electronics,9,1350000,South,150000,62
2024-03-23,Titan GPU X,Components,13,1105000,South,85000,169
2024-03-23,Aero Max Drone,Gadgets,17,1105000,East,65000,119
2024-03-23,Lumina VR Headset,Wearables,31,1395000,East,45000,116
2024-03-23,Echelon Gaming Desk,Furniture,13,455000,South,35000,152
2024-03-24,Quantum Pro Laptop,Electronics,9,1350000,West,150000,112
2024-03-24,Titan GPU X,Components,13,1105000,North,85000,61
2024-03-24,Aero Max Drone,Gadgets,20,1300000,North,65000,73
2024-03-24,Lumina VR Headset,Wearables,23,1035000,East,45000,199
2024-03-24,Echelon Gaming Desk,Furniture,19,665000,South,35000,78
2024-03-25,Quantum Pro Laptop,Electronics,7,1050000,East,150000,192
2024-03-25,Titan GPU X,Components,7,595000,East,85000,123
2024-03-25,Aero Max Drone,Gadgets,13,845000,North,65000,113
2024-03-25,Lumina VR Headset,Wearables,15,675000,South,45000,80
2024-03-25,Echelon Gaming Desk,Furniture,10,350000,East,35000,75
2024-03-26,Quantum Pro Laptop,Electronics,6,900000,South,150000,186
2024-03-26,Titan GPU X,Components,8,680000,South,85000,136
2024-03-26,Aero Max Drone,Gadgets,14,910000,East,65000,93
2024-03-26,Lumina VR Headset,Wearables,18,810000,West,45000,77
2024-03-26,Echelon Gaming Desk,Furniture,13,455000,West,35000,95
2024-03-27,Quantum Pro Laptop,Electronics,6,900000,South,150000,118
2024-03-27,Titan GPU X,Components,10,850000,East,85000,140
2024-03-27,Aero Max Drone,Gadgets,14,910000,North,65000,143
2024-03-27,Lumina VR Headset,Wearables,19,855000,West,45000,80
2024-03-27,Echelon Gaming Desk,Furniture,12,420000,East,35000,136
2024-03-28,Quantum Pro Laptop,Electronics,7,1050000,East,150000,51
2024-03-28,Titan GPU X,Components,8,680000,East,85000,150
2024-03-28,Aero Max Drone,Gadgets,10,650000,East,65000,110
2024-03-28,Lumina VR Headset,Wearables,24,1080000,South,45000,197
2024-03-28,Echelon Gaming Desk,Furniture,12,420000,West,35000,75
2024-03-29,Quantum Pro Laptop,Electronics,8,1200000,South,150000,116
2024-03-29,Titan GPU X,Components,8,680000,North,85000,196
2024-03-29,Aero Max Drone,Gadgets,16,1040000,West,65000,97
2024-03-29,Lumina VR Headset,Wearables,16,720000,South,45000,152
2024-03-29,Echelon Gaming Desk,Furniture,12,420000,North,35000,180
2024-03-30,Quantum Pro Laptop,Electronics,9,1350000,North,150000,153
2024-03-30,Titan GPU X,Components,14,1190000,South,85000,65
2024-03-30,Aero Max Drone,Gadgets,20,1300000,North,65000,88
2024-03-30,Lumina VR Headset,Wearables,22,990000,North,45000,161
